Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway	4	1.2779552715654952	0.0882135267187655	ENSG00000105974, ENSG00000096717, ENSG00000124225, ENSG00000168140	277	64	16792	3.788808664259928	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	4	1.2779552715654952	0.09141246181629441	ENSG00000181104, ENSG00000164251, ENSG00000096717, ENSG00000157168	277	65	16792	3.730519300194391	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3	0.9584664536741214	0.09170190394402829	ENSG00000096717, ENSG00000174307, ENSG00000124762	277	31	16792	5.8665424478863395	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030032~lamellipodium assembly	3	0.9584664536741214	0.09170190394402829	ENSG00000139132, ENSG00000173210, ENSG00000071051	277	31	16792	5.8665424478863395	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0001948~glycoprotein binding	4	1.2779552715654952	0.0918179959137467	ENSG00000107338, ENSG00000146648, ENSG00000163235, ENSG00000005884	279	65	16881	3.723407775020678	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0071438~invadopodium membrane	2	0.6389776357827476	0.0920756814654465	ENSG00000150093, ENSG00000005884	292	6	18224	20.80365296803653	0.9999999999970917	0.9043147286784923	0.8780073911169363
KEGG_PATHWAY	hsa04115:p53 signaling pathway	4	1.2779552715654952	0.09341160969511869	ENSG00000085117, ENSG00000105810, ENSG00000172667, ENSG00000124762	112	67	6879	3.6668443496801704	0.9999999926660277	0.5984104354650153	0.5797101093567335
GOTERM_BP_DIRECT	GO:0055012~ventricular cardiac muscle cell differentiation	2	0.6389776357827476	0.09466729947980469	ENSG00000186350, ENSG00000157168	277	6	16792	20.206979542719615	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0051045~negative regulation of membrane protein ectodomain proteolysis	2	0.6389776357827476	0.09466729947980469	ENSG00000035862, ENSG00000100234	277	6	16792	20.206979542719615	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0050913~sensory perception of bitter taste	2	0.6389776357827476	0.09466729947980469	ENSG00000132563, ENSG00000137841	277	6	16792	20.206979542719615	1.0	1.0	1.0
KEGG_PATHWAY	hsa04931:Insulin resistance	5	1.5974440894568689	0.0965378340011673	ENSG00000111725, ENSG00000051382, ENSG00000100889, ENSG00000169047, ENSG00000106617	112	108	6879	2.843501984126984	0.9999999962085585	0.5984104354650153	0.5797101093567335
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease (NAFLD)	6	1.9169329073482428	0.09661835155945558	ENSG00000186350, ENSG00000111725, ENSG00000245848, ENSG00000051382, ENSG00000169047, ENSG00000106617	112	151	6879	2.440515610217597	0.9999999962725535	0.5984104354650153	0.5797101093567335
GOTERM_BP_DIRECT	GO:0045907~positive regulation of vasoconstriction	3	0.9584664536741214	0.09679360545128807	ENSG00000181104, ENSG00000146648, ENSG00000105974	277	32	16792	5.683212996389892	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007032~endosome organization	3	0.9584664536741214	0.09679360545128807	ENSG00000166289, ENSG00000198324, ENSG00000134709	277	32	16792	5.683212996389892	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042177~negative regulation of protein catabolic process	3	0.9584664536741214	0.09679360545128807	ENSG00000146648, ENSG00000135919, ENSG00000157168	277	32	16792	5.683212996389892	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0032266~phosphatidylinositol-3-phosphate binding	3	0.9584664536741214	0.09711024797601886	ENSG00000166289, ENSG00000174705, ENSG00000174307	279	32	16881	5.672379032258065	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	3	0.9584664536741214	0.09714268975410781	ENSG00000186350, ENSG00000245848, ENSG00000137309	292	33	18224	5.673723536737235	0.9999999999993759	0.9211806787027464	0.894382695322303
GOTERM_BP_DIRECT	GO:0048015~phosphatidylinositol-mediated signaling	5	1.5974440894568689	0.09737445210514269	ENSG00000146648, ENSG00000068078, ENSG00000051382, ENSG00000169047, ENSG00000157168	277	106	16792	2.8594782371773038	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032868~response to insulin	4	1.2779552715654952	0.09795251493727601	ENSG00000128564, ENSG00000169047, ENSG00000138030, ENSG00000096717	277	67	16792	3.6191605151139608	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005201~extracellular matrix structural constituent	4	1.2779552715654952	0.0983827651083286	ENSG00000166147, ENSG00000169894, ENSG00000132031, ENSG00000081052	279	67	16881	3.612261274273792	1.0	1.0	1.0

